Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Latitude,Longitude
907546,"August 6, 2017",New York,Bronx,Unionport Rd,0,4,0,0,0,,40.8412723,-73.8634147
907857,"August 6, 2017",California,Oakland,1000 block of 106th Avenue,0,7,0,0,0,,37.7357587,-122.1720107
907247,"August 5, 2017",New Jersey,Lakewood,900 block of Brook Road,0,4,0,0,0,,40.1013847,-74.1890277
907611,"August 5, 2017",South Carolina,Allendale,300 block of Ellis St,1,3,0,0,0,,33.0019099,-81.2959357
906568,"August 5, 2017",Florida,Tallahassee,1939 W Tennessee St,1,3,0,0,0,,30.448443,-84.3161753
906509,"August 4, 2017",Montana,Lodge Grass,200 block of North Helen Street,3,2,0,0,0,,45.3116333,-107.3650316
906126,"August 3, 2017",District of Columbia,Washington,3426 18th St NE,1,3,0,0,0,,38.9327342,-76.9799843
904329,"August 2, 2017",Maryland,Baltimore,900 block of N Broadway,0,4,0,0,0,,39.3005949,-76.5947293
903853,"August 1, 2017",Illinois,Chicago,800 block of N Monticello Ave,0,4,0,0,0,,41.89545529999999,-87.7175364
904106,"August 1, 2017",Washington,Toppenish,8000 Block of Lateral C Rd,0,6,0,0,1,,46.3607944,-120.5230691
904026,"August 1, 2017",California,Fresno,Mariposa St and A St,0,7,0,0,0,,36.7278197,-119.8011313
903090,"July 31, 2017",Illinois,Decatur,Jasper St and Main St,0,4,0,0,0,,39.84177,-88.9404161
902187,"July 30, 2017",Texas,El Paso,1810 George Dieter Dr,1,3,0,0,1,,31.7655477,-106.3011272
901549,"July 30, 2017",Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,0,0,1,,36.8671513,-76.2344805
901083,"July 29, 2017",New York,Buffalo,200 block of Carl St,1,4,0,0,0,,42.9200947,-78.8280557
901000,"July 29, 2017",North Carolina,Salisbury,115 W Fisher St,2,3,0,0,2,,35.6668205,-80.47169009999999
900963,"July 28, 2017",Delaware,Wilmington,400 block of N Washington St,0,4,0,0,0,,39.7420478,-75.5552611
900387,"July 27, 2017",Illinois,Chicago,2000 block of E 71st St,1,4,0,0,0,,41.7663128,-87.5760172
898631,"July 26, 2017",North Carolina,High Point,2111 E. Green Drive,1,6,0,0,0,,35.9532788,-79.9808328
898448,"July 25, 2017",Florida,Jacksonville,1040 Golfair Boulevard,1,3,0,0,2,,30.36425109999999,-81.6703217
896444,"July 23, 2017",Illinois,Chicago,1500 block of East 82nd St,1,3,0,0,0,,41.7459966,-87.5882093
896889,"July 23, 2017",Louisiana,Baton Rouge,10360 Ave H,0,4,0,0,4,,30.5384843,-91.19694799999999
896149,"July 22, 2017",Ohio,Cincinnati,130 E Clifton Ave,0,5,0,0,1,,39.1159823,-84.5142516
893690,"July 19, 2017",Virginia,Richmond,2300 block of Bethel St,0,5,0,0,0,,37.5551184,-77.4185708
894504,"July 19, 2017",California,Los Angeles,Imperial Hwy and Broadway,1,3,0,0,0,,33.9310097,-118.2784465
893726,"July 18, 2017",Wisconsin,Milwaukee,3000 block of N 39th St,0,4,0,0,0,,43.0733843,-87.9620936
893712,"July 18, 2017",New Jersey,Trenton,Hewitt St and Division St,1,3,0,0,0,,40.2081428,-74.74373709999999
893752,"July 18, 2017",Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,0,0,0,,33.6104509,-112.3142561
891291,"July 15, 2017",Pennsylvania,Philadelphia,21st and Fitzwater,1,3,0,0,0,,39.94324599999999,-75.17736599999999
891092,"July 15, 2017",Illinois,Chicago,12200 block of S Throop St,0,4,0,0,0,,41.6720148,-87.65417939999999
886564,"July 9, 2017",Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,0,0,0,,36.8120369,-77.7706542
886002,"July 8, 2017",Illinois,Alton,700 block of Oakwood Ave,0,4,0,0,1,,38.9179928,-90.17281849999999
886220,"July 8, 2017",Ohio,Cincinnati,9917 Capstan Dr,1,8,0,0,4,,39.2540434,-84.5966254
884764,"July 6, 2017",Mississippi,Meridian,Eighth Ave,0,4,0,0,3,,32.3817211,-88.6865333
883052,"July 5, 2017",Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,0,0,1,,32.0808246,-81.0949588
883282,"July 5, 2017",Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,0,0,0,,41.6945151,-87.61126469999999
883058,"July 5, 2017",Maine,Madison,300 block of Russell Rd,3,1,1,0,0,,44.79237,-69.7939173
882665,"July 4, 2017",Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,0,0,0,,28.4656465,-81.3828326
882321,"July 4, 2017",Virginia,Hampton,500 block of Patterson Ave,1,4,0,0,0,,37.0325421,-76.3606636
883489,"July 4, 2017",North Carolina,Raleigh,105 E South St,1,3,0,0,2,,35.7724038,-78.6379726
882422,"July 3, 2017",Alabama,Prattville,112 US 82,3,1,0,0,2,,32.4374995,-86.4725804
881921,"July 3, 2017",Michigan,Pontiac,50 block of Thorpe St,1,3,0,0,1,,42.6371714,-83.31126069999999
881700,"July 2, 2017",New Jersey,Jersey City,Wilkinson Avenue,0,4,0,0,0,,40.7062126,-74.0802742
880738,"July 2, 2017",South Carolina,Greenwood,SC 72 Bypass,0,4,0,0,1,,34.5012075,-81.8322969
879953,"July 1, 2017",Arkansas,Little Rock,220 W 6th St,0,25,0,0,3,,34.7435133,-92.27327199999999
883656,"July 1, 2017",Illinois,Momence,2727 S 13000 Rd E,0,4,0,0,0,,41.0852387,-87.61975629999999
880808,"July 1, 2017",New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,0,0,0,,40.7258882,-74.17964169999999
880813,"July 1, 2017",California,Oakland,3200 Humboldt Ave,0,4,0,0,0,,37.7920684,-122.2067534
879412,"June 30, 2017",New York,Bronx,1650 Grand Concourse,1,6,1,0,0,,40.8434675,-73.9110798
877295,"June 27, 2017",Illinois,Chicago,200 block of S Lotus,0,5,0,0,0,,41.8780929,-87.76191209999999
876010,"June 25, 2017",District of Columbia,Washington,5900 block of Southern Ave SE,0,4,0,0,0,,38.8887526,-76.9162174
875886,"June 25, 2017",Missouri,Saint Louis,5000 block of Thekla Ave,1,3,0,0,0,,38.6885455,-90.24196599999999
874613,"June 24, 2017",Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,0,0,0,,26.146914,-80.1733165
875322,"June 24, 2017",New York,New York (Manhattan),114th St and Manhattan Ave,0,5,0,0,0,,40.8037404,-73.95778729999999
876076,"June 24, 2017",New Jersey,Willingboro,Pastoral Lane,0,4,0,0,0,,40.0330414,-74.8974479
873847,"June 22, 2017",Georgia,Atlanta,1100 block of Osborne Street,1,6,0,0,0,,33.704175,-84.4239281
870095,"June 18, 2017",Missouri,Saint Louis,1900 block of N 14th St,2,2,1,0,0,,38.6443159,-90.1939146
870222,"June 18, 2017",District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,0,0,0,,38.85234579999999,-76.9654415
869877,"June 18, 2017",Illinois,Chicago,3300 block of W Crystal St,0,4,0,0,0,,41.9039186,-87.7094383
869968,"June 18, 2017",South Carolina,Myrtle Beach,311 N Ocean Blvd,0,6,0,1,1,,33.6866736,-78.885398
869838,"June 17, 2017",Illinois,Chicago,50 block of N Latrobe Ave,0,4,0,0,0,,41.8817527,-87.7566192
869357,"June 17, 2017",Ohio,Columbus,6252 Busch Blvd,1,4,0,0,0,,40.0936654,-82.992195
868042,"June 15, 2017",Virginia,Richmond,4053 Old Brook Road,1,3,0,0,1,,37.5908069,-77.4456582
868363,"June 15, 2017",New Mexico,La Madera,491 NM-111,5,0,0,0,1,,36.3840538,-106.0411483
866739,"June 14, 2017",Virginia,Alexandria,420 E Monroe Ave,0,5,1,0,0,,38.8214462,-77.05431949999999
868147,"June 14, 2017",Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,0,0,0,,40.8112655,-81.36270549999999
866933,"June 14, 2017",California,San Francisco,720 San Bruno,3,2,1,0,0,,37.7604109,-122.4053532
866412,"June 13, 2017",Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,0,0,0,,39.3262899,-76.6816511
866448,"June 13, 2017",Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,0,0,0,,39.3155138,-76.5998233
869474,"June 13, 2017",Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,0,0,0,,38.6691818,-90.3099948
864743,"June 11, 2017",Illinois,Chicago,3300 block of W Douglas Blvd,0,9,0,0,0,,41.8632385,-87.7081919
864852,"June 11, 2017",Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,0,0,0,,35.0807187,-85.2137092
865371,"June 11, 2017",Texas,Houston,505 Cypress Station Dr,0,4,0,0,0,,30.0293997,-95.4376071
865186,"June 10, 2017",Tennessee,Memphis,571 East Street,0,4,0,0,0,,35.1313591,-90.03148019999999
864370,"June 9, 2017",Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,0,0,0,,32.7208702,-97.31569669999999
863075,"June 8, 2017",Louisiana,New Orleans,3650 Franklin Ave,0,6,0,0,0,,29.9965636,-90.0500793
861307,"June 6, 2017",Utah,Sandy,2232 Alta Canyon Drive,2,2,1,0,0,,40.59400670000001,-111.8266992
859875,"June 5, 2017",Florida,Orlando,2427 Forsyth Rd,5,0,1,0,0,,28.5800388,-81.2945548
858810,"June 3, 2017",Missouri,Saint Louis,1600 Block of Union Blvd,2,2,0,0,1,,38.6665265,-90.2671888
858719,"June 3, 2017",Louisiana,New Orleans,3717 Tulane Ave,3,2,0,0,0,,29.9672847,-90.1016848
858877,"June 2, 2017",California,Los Angeles,89th St and Broadway,1,3,0,0,0,,33.9555262,-118.2782447
857443,"June 1, 2017",Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,0,0,1,,38.6942927,-90.2522415
855764,"May 30, 2017",Ohio,Middletown,1200 Elliott Dr,1,3,0,0,1,,39.5012119,-84.3521923
855113,"May 29, 2017",Kentucky,Louisville,231 Witherspoon St,1,3,0,0,0,,38.2591851,-85.74775749999999
853901,"May 28, 2017",Alabama,Phenix City,100 block of 6th Street South,0,12,0,0,0,,32.4359375,-84.99518189999999
853796,"May 28, 2017",New Jersey,Paterson,86 Main Street,1,5,0,0,0,,40.9197182,-74.1730572
853920,"May 28, 2017",Mississippi,Moss Point,6103 Hwy. 63,0,5,0,0,1,,30.4314336,-88.5257523
853032,"May 27, 2017",New York,New York (Manhattan),318 W 14th St,0,4,0,0,1,,40.7399867,-74.0036456
853756,"May 27, 2017",Mississippi,Bogue Chitto,2871 Lee Dr,8,0,0,1,1,,31.4123408,-90.4599217
853119,"May 27, 2017",District of Columbia,Washington,100 block of Q St NW,1,7,0,0,0,,38.9111323,-77.0121674
852676,"May 26, 2017",Florida,Miami,2730 NW 167th St,0,4,0,0,0,,25.9259288,-80.24579279999999
848680,"May 21, 2017",Iowa,Des Moines,4300 Beaver Dr,1,3,0,0,0,,41.6180196,-93.6764374
849215,"May 21, 2017",Arizona,Mesa,441 N Val Vista Dr,0,4,0,0,0,,33.42386219999999,-111.751964
848292,"May 20, 2017",Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,0,0,2,,39.9939389,-75.16830929999999
845364,"May 16, 2017",South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,0,0,1,,33.0048377,-80.8151781
843078,"May 14, 2017",Arkansas,Jonesboro,311 S Main St,1,6,0,0,2,,35.8398079,-90.7050958
843045,"May 14, 2017",Illinois,Dolton,14112 Chicago Road,0,4,0,1,0,,41.6384624,-87.6080473
843172,"May 14, 2017",Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,0,0,0,,27.584669,-81.49813499999999
843590,"May 14, 2017",Texas,Fort Worth,8600 block of Calmont Ave,0,4,0,0,0,,32.7359731,-97.467254
840339,"May 10, 2017",New Jersey,Trenton,300 block of Centre St,1,3,0,0,1,,40.2097771,-74.7594988
839846,"May 9, 2017",Kansas,Kansas City,1900 block of S. Boeke,3,1,0,0,1,,39.0658154,-94.6331929
838272,"May 7, 2017",Illinois,Chicago,2600 block of 46th Pl,2,8,0,0,0,,41.8092795,-87.68934759999999
835961,"May 4, 2017",Michigan,Flint,600 block of Copeman Boulevard,1,3,0,0,1,,43.0286293,-83.71130660000001
834832,"May 2, 2017",Florida,Jacksonville,1566 West 24th Street,1,3,0,0,0,,30.3585051,-81.6820037
833152,"May 1, 2017",Texas,Dallas,3200 block of Reynolds Ave,1,3,1,0,0,,32.7864089,-96.74072179999999
832679,"April 30, 2017",California,San Diego,9080 Judicial Dr,1,6,1,0,0,,32.8722028,-117.2029036
832528,"April 30, 2017",Kansas,Topeka,4104 SW 28th,3,1,1,0,0,,39.0169727,-95.7281072
833128,"April 30, 2017",Florida,Jacksonville,1200 Ken Knight Dr N,0,5,0,0,0,,30.3914249,-81.7168169
832309,"April 30, 2017",South Carolina,Loris,268 N Sea Green Rd,1,5,0,0,2,,34.0562812,-78.89030439999999
835459,"April 29, 2017",California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,0,0,0,,34.0578741,-118.1967741
831800,"April 29, 2017",California,Whittier,10000 block of Carmentia Rd,1,3,0,2,2,,33.9441696,-118.0460046
832290,"April 29, 2017",California,Sacramento,3800 block of 26th Avenue,0,5,0,0,0,,38.52888069999999,-121.4657119
831667,"April 29, 2017",Maryland,Germantown,12839 Kitchen House Way,1,3,0,0,2,,39.1516786,-77.2648748
834788,"April 29, 2017",California,Compton,2000 Block of N Nestor Ave,0,4,0,0,0,,33.9103286,-118.2495186
832063,"April 29, 2017",Virginia,Virginia Beach,200 block of 18th St,0,4,0,0,0,,36.8463377,-75.9745228
831201,"April 28, 2017",Pennsylvania,Chester,5 E 21st St,0,4,0,0,0,,39.86343290000001,-75.366466
830984,"April 27, 2017",New Jersey,Newark,1100 block of S Orange Ave,1,3,0,0,0,,40.745348,-74.23449099999999
829073,"April 26, 2017",Florida,Miami,SW 264th St and 139th Ave,0,4,0,0,2,,25.7048159,-80.419464
825694,"April 21, 2017",Florida,Palm Bay,2500 block of Vernon Dr,2,2,0,0,1,,28.0582639,-80.5947558
825111,"April 20, 2017",Kentucky,Louisville,700 block of East Jacob Street,0,4,0,0,0,,38.2429831,-85.74187649999999
821667,"April 16, 2017",California,Vallejo,110 Calhoun Street,0,4,0,0,0,,38.12063010000001,-122.2666376
821723,"April 16, 2017",North Carolina,Elizabeth City,611 S Martin St,0,4,0,0,0,,36.2942749,-76.2216754
821371,"April 16, 2017",Ohio,Columbus,1710 Cleveland Av,0,9,0,0,0,,40.0009315,-82.9751921
821640,"April 15, 2017",Illinois,Rock Falls,311 W  2nd St,0,4,0,0,1,,41.7805937,-89.69428889999999
821055,"April 15, 2017",Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,0,0,0,,40.0394696,-75.1168603
820565,"April 15, 2017",Indiana,Indianapolis,300 block of S Meridian St,0,4,0,0,1,,39.7625906,-86.1600739
821400,"April 15, 2017",Alabama,Birmingham,1480 Center Point Pkwy,0,6,0,0,1,,33.62253510000001,-86.68666309999999
821651,"April 15, 2017",Illinois,Harvey,14600 block of Myrtle Avenue,0,4,0,0,0,,41.62428000000001,-87.6526988
822750,"April 15, 2017",California,Banning,900 block of N Allen St,0,4,0,0,0,,33.9335149,-116.8617457
818932,"April 13, 2017",Georgia,Atlanta,30 Anderson Ave SW,1,3,0,0,1,,33.7538331,-84.44604
815227,"April 9, 2017",Texas,San Antonio,4000 block of Moss Spring Dr,1,3,0,0,0,,29.3099301,-98.5683488
815246,"April 9, 2017",Indiana,Fort Wayne,9439 Lima Rd,1,3,0,0,1,,41.169448,-85.1669532
813877,"April 7, 2017",North Carolina,Hickory,1423 29th Ave Dr NE,3,1,0,0,2,,35.7671098,-81.3046735
813943,"April 7, 2017",Minnesota,Saint Paul,1600 block of English St,3,1,1,0,1,,44.991867,-93.0459419
814094,"April 7, 2017",Illinois,Chicago,5600 block of W Lake St,1,5,0,0,0,,41.887757,-87.7657941
813821,"April 7, 2017",Texas,Houston,3829 Mount Pleasant St,4,0,1,0,0,,29.6856718,-95.3662206
813028,"April 6, 2017",Louisiana,Lake Charles,2000 block of Tulip St,1,3,0,0,4,,30.211226,-93.192982
810756,"April 3, 2017",Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,0,0,0,,39.971772,-75.1544411
811089,"April 3, 2017",Texas,Lubbock,5401 Ave Q,0,7,0,0,1,,33.54466060000001,-101.8509436
809978,"April 2, 2017",Illinois,Chicago,3500 block of W Van Buren St,2,4,0,0,0,,41.8756945,-87.7131028
809683,"April 2, 2017",Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,0,0,0,,41.61691340000001,-93.6473151
809815,"April 1, 2017",California,Pittsburg,100 block of Madoline Street,0,5,0,0,1,,38.00533009999999,-121.8944452
809048,"April 1, 2017",Florida,Tampa,219 S Howard Ave,1,4,0,0,1,,27.9420515,-82.4832711
809499,"April 1, 2017",Oklahoma,Oklahoma City,1212 N Woodward Ave,2,3,0,0,1,,35.4810404,-97.57544759999999
807618,"March 30, 2017",Illinois,Chicago,2704 E 75th St,4,0,0,0,0,,41.7601624,-87.55840839999999
804115,"March 27, 2017",Florida,Sanford,209 Hays Dr,2,4,0,0,1,,28.7893184,-81.2816832
803689,"March 26, 2017",Ohio,Cleveland,E 75th St,2,2,0,0,0,,41.4629069,-81.6357432
803822,"March 26, 2017",Texas,Houston,5619 Aldine Bender Rd,2,4,0,0,1,,29.9329769,-95.3056955
803054,"March 26, 2017",Ohio,Cincinnati,4601 Kellogg Ave,1,15,1,0,1,,39.0930892,-84.42845369999999
802926,"March 25, 2017",Tennessee,Knoxville,Minnesota Ave,1,4,0,0,0,,35.9846368,-83.9578046
803460,"March 25, 2017",Michigan,Detroit,8443 Grand River Ave,1,3,0,0,1,,42.3612245,-83.1209599
802837,"March 25, 2017",Ohio,Cleveland,E 79th St and Woodland Ave,2,2,0,0,3,,41.4881868,-81.6333855
802425,"March 24, 2017",California,Fresno,300 block of South Villa Avenue,1,4,0,0,1,,36.7407395,-119.7141493
802240,"March 24, 2017",Missouri,Saint Louis,5100 block of Palm St,1,6,0,0,0,,38.6763833,-90.2547077
800363,"March 22, 2017",Wisconsin,Rothschild,1133 E Grand Ave,4,0,1,0,0,,44.8996462,-89.60936439999999
797553,"March 19, 2017",Kentucky,Louisville,1512 Portland Avenue,1,5,0,0,0,,38.2618516,-85.7749543
797125,"March 18, 2017",Michigan,Detroit,16000 block of Rutherford,3,1,0,1,1,,42.4085581,-83.20413409999999
794468,"March 15, 2017",Louisiana,Metairie,2508 Pasadena Ave,3,1,0,0,1,,29.9974626,-90.1765846
791298,"March 10, 2017",Illinois,Chicago,123 E 51st St,2,2,0,0,0,,41.8017521,-87.62146349999999
791274,"March 10, 2017",Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,0,0,0,,30.0008372,-90.0618645
789798,"March 7, 2017",Illinois,Chicago,W 76th St and S May St,0,4,0,0,0,,41.7559897,-87.65267229999999
789424,"March 5, 2017",Georgia,Columbus,600 block of 32nd Street,0,4,0,0,0,,32.4940719,-84.9851066
787875,"March 4, 2017",Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4,0,0,1,,39.026109,-95.64496799999999
787801,"March 4, 2017",California,Sacramento,2500 block of 33rd St,0,4,0,0,0,,38.5554299,-121.4698016
786876,"March 3, 2017",Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,0,0,0,,40.0601473,-75.1907204
787435,"March 3, 2017",California,Riverside,8300 block of Trey Ave,0,5,0,0,0,,33.9405673,-117.4625799
785262,"February 28, 2017",Ohio,Cincinnati,1700 of Casey Dr,0,6,0,0,0,,39.17776360000001,-84.5462386
783963,"February 27, 2017",Virginia,Newport News,11810 Fountain Way,0,4,0,0,0,,37.085587,-76.47167209999999
783623,"February 26, 2017",Indiana,Gary,1700 Grant St,1,4,0,0,1,,41.5858981,-87.3567197
783102,"February 25, 2017",Ohio,Warren,1564 Niles Cortland Rd SE,2,3,0,0,1,,41.2208847,-80.7406286
783090,"February 25, 2017",Florida,Jacksonville,3604 Moncrief Rd,1,4,0,0,0,,30.3602998,-81.6765183
780792,"February 22, 2017",New York,Rochester,191 Genesee St,0,4,0,0,0,,43.1464405,-77.6361963
780036,"February 21, 2017",Ohio,Cleveland,16700 Lorain Ave,0,4,0,0,2,,41.4509201,-81.8140459
779582,"February 21, 2017",Mississippi,Toomsuba,Butts Road,4,0,0,0,1,,32.4345177,-88.4990502
778941,"February 20, 2017",Ohio,Cleveland,1082 East 105th Street,0,5,0,0,0,,41.5275486,-81.6157233
778182,"February 19, 2017",Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,0,0,0,,36.8564798,-76.2792522
777876,"February 18, 2017",Pennsylvania,Philadelphia,50 block of N Conestoga St,0,4,0,0,0,,39.9618404,-75.22966310000001
777410,"February 18, 2017",Indiana,South Bend,1000 block of Yukon St,1,3,0,0,0,,41.6915138,-86.2634534
775903,"February 15, 2017",California,Salinas,30 Soledad Street,0,4,0,0,1,,36.6788265,-121.652655
775531,"February 15, 2017",Illinois,Chicago,3949 South Albany Avenue,3,1,0,1,1,,41.8211966,-87.70184669999999
773002,"February 12, 2017",Missouri,Caruthersville,908 Truman Blvd,1,5,0,1,1,,36.1914071,-89.6676817
773162,"February 12, 2017",New York,Newburgh,253 South William Street,1,3,0,0,0,,41.4963899,-74.0190136
773908,"February 12, 2017",Florida,Greenville,Church Ave and Obadiah St,0,5,0,0,0,,30.4616354,-83.636644
772753,"February 11, 2017",Illinois,Chicago,100 block of N Mayfield,1,3,0,0,0,,41.8823918,-87.77200060000001
772989,"February 11, 2017",Tennessee,Savannah,Clifton Road and Midway Drive,0,4,0,0,0,,35.2352699,-88.2328028
772067,"February 10, 2017",Louisiana,New Orleans,2nd St and Dryades St,1,5,0,0,0,,29.9314856,-90.0916497
769889,"February 8, 2017",Ohio,Cleveland,16379 Euclid Ave,1,4,0,0,1,,41.5461835,-81.5659792
769511,"February 7, 2017",South Carolina,Columbia,5500 block of Fairfield Road,0,4,0,0,0,,34.0592506,-81.025748
769859,"February 7, 2017",Arkansas,Little Rock,25 Par Drive,1,3,0,1,2,,34.6729205,-92.4307867
768243,"February 6, 2017",Mississippi,Yazoo City,11th Street,4,0,0,0,1,,32.8608092,-90.4005548
765559,"January 31, 2017",Tennessee,Memphis,1576 S White Station Rd,0,4,0,0,1,,35.0880611,-89.8903632
765153,"January 31, 2017",District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4,0,0,0,,38.8459207,-76.99638089999999
764020,"January 30, 2017",Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,0,0,3,,45.0514273,-93.3536905
763313,"January 29, 2017",Louisiana,Shreveport,6363 Hearne Ave,1,3,0,1,1,,32.4494113,-93.77965879999999
1025158,"January 27, 2017",Washington,Bremerton,Tenino Dr W,4,0,0,0,3,,47.5625175,-122.8283605
761973,"January 27, 2017",Tennessee,Brownsville,221 Morgan St,0,10,0,0,1,,35.5976273,-89.23223469999999
760482,"January 26, 2017",Georgia,Albany,1510 Maryland Drive,2,3,0,0,1,,31.5848634,-84.1831532
760259,"January 25, 2017",Illinois,Chicago,500 block of E 75th St,0,6,0,0,0,,41.7586749,-87.612292
757158,"January 22, 2017",Texas,Manvel,200 block of Oak Shore Dr,2,2,1,0,0,,29.4627365,-95.35799399999999
757032,"January 22, 2017",Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,0,0,0,,41.7790191,-87.64145189999999
757001,"January 22, 2017",Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,0,0,0,,33.6884655,-84.49348049999999
756801,"January 21, 2017",Georgia,Jonesboro,6510 Tara Blvd,0,6,0,0,0,,33.5769568,-84.3720527
756526,"January 21, 2017",Florida,Boynton Beach,500 NE 2nd St,0,5,0,0,0,,26.5309036,-80.06166499999999
756504,"January 21, 2017",Tennessee,Memphis,500 block of Delta Road,2,2,0,0,0,,35.0183165,-90.0808278
757955,"January 20, 2017",Mississippi,Como,Smart Road,1,4,0,0,0,,34.5333306,-89.7741592
756015,"January 20, 2017",California,Fresno,4700 block of E Montecito Ave,0,4,0,0,0,,36.7340778,-119.740962
752756,"January 16, 2017",Texas,Houston,8535 Martin Luther King Boulevard,0,4,0,0,0,,29.6590455,-95.3361601
752222,"January 16, 2017",Florida,Miami,6011 NW 32nd Ave,0,8,0,0,4,,25.8294486,-80.2489153
752249,"January 15, 2017",Colorado,Capulin,County Road Y,3,1,0,0,1,,37.298152,-106.1042689
751367,"January 15, 2017",Mississippi,Magnolia,6000 block of Church Road,1,4,0,0,1,,31.1285292,-90.534022
749361,"January 12, 2017",Missouri,Kansas City,8607 E 61st Terrace,3,2,0,0,0,,39.0122675,-94.4855894
749769,"January 12, 2017",California,Salinas,500 block of Sunrise St,2,2,0,0,0,,36.68518299999999,-121.6142162
748152,"January 11, 2017",New Jersey,Newark,Hawkins Street and Christie Street,1,3,0,0,1,,40.7278923,-74.1388462
748348,"January 11, 2017",Illinois,Chicago,4200 block of S Talman,1,3,0,0,0,,41.81733380000001,-87.6911433
745236,"January 7, 2017",Michigan,Flint,2500 block of Churchill Ave,1,3,0,0,1,,43.03413,-83.6587857
744799,"January 6, 2017",California,Pasadena,100 block of W Claremont St,2,2,0,0,5,,34.1664422,-118.1528961
743995,"January 6, 2017",Florida,Fort Lauderdale,100 Terminal Dr,5,6,0,0,1,,26.0725153,-80.14291709999999
742542,"January 4, 2017",California,Fontana,14520 Village Dr,3,1,0,0,1,,34.0449003,-117.4847252
742001,"January 3, 2017",Texas,Allen,500 block of Hawthorne Drive,0,4,0,0,1,,33.0842765,-96.6664497
743282,"January 1, 2017",Mississippi,Winstonville,114 North Greyer Street,0,5,0,0,0,,33.9140222,-90.7515148
739451,"January 1, 2017",Texas,Dallas,9220 Skillman Street,1,3,0,0,0,,32.9022012,-96.71431270000001
739766,"January 1, 2017",Florida,Miami,8000 block of NW 14th Ave,0,7,0,0,0,,25.848281,-80.22159959999999
1289686,"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2,0,0,0,,41.453447,-81.7169321
1288376,"December 29, 2018",Ohio,Lima,904 S Main St,1,3,0,0,1,,40.7261811,-84.10520819999999
1287286,"December 28, 2018",Missouri,Saint Charles,150 Whetstone Dr,4,0,0,1,1,,38.78117160000001,-90.5635815
1284586,"December 24, 2018",Louisiana,Lutcher,2176 Main St,2,2,0,0,2,,30.0393142,-90.70190339999999
1283229,"December 23, 2018",Missouri,Springfield,1042 W College St,1,6,0,0,1,,37.2080649,-93.3050007
1282704,"December 22, 2018",Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,0,0,0,,36.1241882,-115.1351839
1279617,"December 18, 2018",Maryland,Baltimore,3942 Park Heights Ave,0,4,0,1,1,,39.3342369,-76.6627714
1277327,"December 15, 2018",Florida,Miami,239 NW 16th St,0,5,0,0,0,,25.7905967,-80.1995148
1277411,"December 14, 2018",Colorado,Colorado Springs,700 block of Geiger Ct,1,3,0,0,2,,38.8430759,-104.7343651
1276091,"December 13, 2018",Pennsylvania,Philadelphia,4505 N Broad St,0,4,0,0,0,,40.0216301,-75.1481749
1276298,"December 11, 2018",Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,0,0,0,,31.7529646,-93.09486629999999
1272855,"December 9, 2018",Wisconsin,Madison,3554 E Washington Ave,0,4,0,0,2,,43.1158124,-89.32712769999999
1273161,"December 8, 2018",California,Inglewood,801 S Inglewood Ave,0,5,0,0,0,,33.9534359,-118.3618174
1272106,"December 8, 2018",New York,Corona (Queens),89-25 130th St,0,5,0,0,1,,40.6991544,-73.820632
